"","average","sd","ratio","ava","avb","cumsum","p","comparison"
"202584e0410e749e15eaa0b3dc36620f",0.00014,0.000303107527587857,0.461882293436017,25.2,0,0.993742165852582,0.51,"G1_G0"
"ec3ee7dacd24bb66173f5d85c5d6e2e4",0.000138148148148148,0.000188937027012618,0.731186207026121,23.4,4,0.993896864947497,0.98,"G1_G0"
"f7228aa155bf10d455d8e02ad5f5980c",0.000135555555555556,0.000278514400281244,0.48670932425279,23.6,1.33333333333333,0.994048660842239,0.98,"G1_G0"
"b50f15e9131393d6ed0fb41d6e039af6",0.000135555555555556,0.000303193431020127,0.447092653358169,24.4,0,0.994200456736981,0.01,"G1_G0"
"8c9a21b986cababce8e7b9a0fe2defea",0.000131851851851852,0.000327973189665451,0.402020213866711,23.7333333333333,0,0.994348105202905,0.98,"G1_G0"
"30296c3ec9a0b374e24bbb6c45931eea",0.000122222222222222,0.000429466107587243,0.284591077300305,22,0,0.994484970353902,0.01,"G1_G0"
"ec7d2fab65ba478da5c32c9a7594642e",0.000116296296296296,0.000314730575408558,0.369510639839583,20.9333333333333,0,0.994615199618791,0.71,"G1_G0"
"d6861de89e8c6f692a58a6a6e2a0e3c1",0.000114691358024691,0.000396892129529994,0.288973626563245,1.66666666666667,19.2,0.994743631664524,0.49,"G1_G0"
"27fe959fc5676ff4d01c6c377a721dba",0.000114074074074074,0.000298009730349054,0.382786407478913,20.5333333333333,0,0.994871372472121,0.01,"G1_G0"
"860584d8b227992f389bc4f1f068c20e",0.000112962962962963,0.000254015915046679,0.444708210279676,20.3333333333333,0,0.994997869051073,0.69,"G1_G0"
"58b0b02468dbe1a3d123dcc7acedd4fb",0.000111851851851852,0.00024221396247021,0.461789447276841,20.1333333333333,0,0.99512312140138,0.51,"G1_G0"
"c52225a74d118e32d0834853b27159b5",0.000111481481481481,0.000295415719843857,0.377371527623531,20.0666666666667,0,0.995247959008804,0.95,"G1_G0"
"c2a6b8375554b9e6a5eb75880d6e4504",0.000109259259259259,0.000254706578079773,0.428961278043788,19.0666666666667,1,0.995370308158938,0.96,"G1_G0"
"a8703b4c215413b89a7475cdd6420ff0",0.000108543209876543,0.000232784670294003,0.46628160582677,16.0666666666667,4.73333333333333,0.995491855472834,0.06,"G1_G0"
